cgpa,backlogs,certifications,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit
8.93,4,3,46,90,99,1,0,3,1,1,Tier 1
8.67,1,0,47,76,77,2,1,10,3,1,Tier 1
6.92,0,0,58,46,91,4,0,7,3,0,Not Eligible
5.13,3,1,56,46,53,5,1,2,3,0,Not Eligible
9.19,2,9,50,66,50,2,1,5,5,1,Tier 1
5.06,1,7,86,49,41,5,1,2,3,0,Not Eligible
8.52,0,1,80,72,92,2,1,7,3,1,Tier 1
9.85,4,1,88,82,69,7,0,6,0,1,Tier 1
7.19,1,9,50,94,69,0,1,10,0,1,Tier 2
6.17,1,9,77,46,43,7,1,7,3,0,Not Eligible
8.52,3,7,80,45,52,2,1,9,5,1,Tier 1
9.09,0,5,89,45,46,2,1,2,5,1,Tier 1
7.73,3,3,91,52,77,4,1,9,2,1,Tier 2
9.84,3,2,41,87,42,4,1,7,5,1,Tier 1
5.26,2,0,43,52,48,6,0,2,2,0,Not Eligible
7.52,4,2,89,41,53,5,1,10,3,1,Tier 2
8.59,1,8,67,58,91,4,0,2,5,1,Tier 1
9.31,0,4,72,90,50,2,0,4,0,1,Tier 1
5.9,4,5,50,58,76,4,0,2,2,0,Not Eligible
9.0,4,4,42,89,53,4,0,1,0,1,Tier 1
7.76,0,0,79,96,58,3,1,6,1,1,Tier 2
6.98,4,9,44,77,47,3,1,10,0,0,Not Eligible
5.66,2,0,91,41,98,1,1,5,3,0,Not Eligible
9.33,4,3,60,90,46,0,0,3,5,1,Tier 1
5.79,2,2,61,65,98,6,1,1,5,0,Not Eligible
6.55,1,7,93,45,98,6,0,9,4,0,Not Eligible
6.45,1,6,76,59,46,0,0,8,3,0,Not Eligible
9.36,3,6,99,62,95,4,1,6,1,1,Tier 1
8.36,2,7,50,93,94,1,0,6,5,1,Tier 1
8.98,1,9,83,54,42,1,0,4,0,1,Tier 1
6.25,4,6,61,45,42,5,0,2,2,0,Not Eligible
8.12,0,9,80,67,57,6,0,4,3,1,Tier 1
7.86,0,1,92,74,84,3,1,2,5,1,Tier 2
9.16,2,3,52,50,72,1,0,7,2,1,Tier 1
9.53,3,5,93,47,76,2,0,9,0,1,Tier 1
5.06,4,2,91,96,67,5,0,2,5,0,Not Eligible
8.37,2,2,42,93,75,6,1,9,1,1,Tier 1
5.26,0,5,52,89,55,4,1,9,3,0,Not Eligible
7.74,2,0,67,88,54,2,0,8,2,1,Tier 2
6.44,4,0,93,90,68,0,1,1,5,0,Not Eligible
6.53,1,4,50,90,98,6,1,5,3,0,Not Eligible
6.76,4,0,50,63,57,3,1,10,5,0,Not Eligible
8.11,1,9,60,60,88,2,1,4,3,1,Tier 1
6.67,1,7,91,88,85,4,0,7,2,0,Not Eligible
8.66,1,1,60,98,85,7,0,8,1,1,Tier 1
7.02,2,5,46,75,58,2,1,10,3,1,Tier 2
5.34,0,9,56,46,68,2,1,8,1,0,Not Eligible
8.92,2,9,87,44,45,1,1,2,1,1,Tier 1
6.43,0,4,53,97,84,3,1,3,0,0,Not Eligible
7.16,4,9,72,68,89,0,1,10,5,1,Tier 2
8.43,3,3,50,55,97,7,1,10,2,1,Tier 1
6.66,4,0,52,45,86,4,1,7,0,0,Not Eligible
5.28,2,2,40,53,94,5,0,4,4,0,Not Eligible
6.87,2,3,73,97,66,5,0,6,5,0,Not Eligible
9.72,0,1,48,91,46,4,1,8,0,1,Tier 1
8.21,2,1,52,41,66,0,1,8,3,1,Tier 1
8.36,1,1,76,64,58,4,0,7,3,1,Tier 1
8.16,2,0,69,70,56,1,0,2,3,1,Tier 1
5.99,0,9,80,89,80,7,1,2,4,0,Not Eligible
7.09,0,1,84,89,50,5,0,3,1,1,Tier 2
8.75,1,5,76,52,44,6,0,4,3,1,Tier 1
5.51,0,2,86,99,41,5,1,1,5,0,Not Eligible
6.39,3,9,46,57,86,6,0,5,5,0,Not Eligible
6.38,4,4,53,56,95,2,1,7,0,0,Not Eligible
7.16,2,0,87,84,51,1,0,10,1,1,Tier 2
9.9,3,7,45,67,81,5,1,5,0,1,Tier 1
5.34,2,3,73,51,81,1,0,7,0,0,Not Eligible
7.59,3,8,55,74,91,7,0,5,3,1,Tier 2
5.9,2,3,90,61,50,1,1,10,0,0,Not Eligible
9.85,1,1,76,78,49,0,0,8,4,1,Tier 1
5.57,0,2,75,40,67,5,0,7,5,0,Not Eligible
7.02,0,4,85,76,46,6,1,1,5,1,Tier 2
8.69,1,9,98,60,53,3,0,1,5,1,Tier 1
8.52,3,5,45,40,52,7,0,5,1,1,Tier 1
7.11,4,6,47,43,44,6,1,2,3,1,Tier 2
6.73,3,3,63,71,90,7,1,9,3,0,Not Eligible
6.99,0,6,42,97,81,7,1,2,0,0,Not Eligible
6.32,4,9,43,40,47,0,1,9,0,0,Not Eligible
6.03,2,2,71,52,89,0,1,10,2,0,Not Eligible
7.42,4,6,40,85,40,7,1,2,2,1,Tier 2
6.34,3,3,73,86,44,1,1,4,3,0,Not Eligible
6.44,1,7,84,56,50,3,1,3,3,0,Not Eligible
8.28,2,8,48,51,91,0,0,6,0,1,Tier 1
9.84,3,6,51,46,82,3,0,4,4,1,Tier 1
8.02,2,7,49,94,87,5,1,9,4,1,Tier 1
5.38,4,7,49,90,49,1,0,9,5,0,Not Eligible
5.38,0,1,89,94,54,0,1,10,0,0,Not Eligible
9.76,3,8,83,42,78,3,0,9,2,1,Tier 1
6.49,1,5,93,89,86,4,0,3,2,0,Not Eligible
5.46,4,3,87,65,68,6,1,3,4,0,Not Eligible
8.0,3,4,62,70,64,0,0,4,3,1,Tier 1
8.12,1,9,45,75,87,0,0,9,0,1,Tier 1
8.24,3,4,63,65,45,0,0,6,5,1,Tier 1
6.34,4,6,96,42,50,3,1,9,5,0,Not Eligible
5.08,3,8,63,83,56,2,0,8,3,0,Not Eligible
9.83,2,6,60,94,54,7,0,7,2,1,Tier 1
6.25,4,8,95,67,55,5,1,5,4,0,Not Eligible
8.38,3,3,81,83,95,6,0,9,3,1,Tier 1
8.53,0,9,70,56,41,0,0,4,2,1,Tier 1
8.05,3,9,86,77,75,4,0,4,2,1,Tier 1
6.56,2,3,97,86,58,4,0,8,5,0,Not Eligible
6.36,1,5,80,69,77,7,1,4,2,0,Not Eligible
7.99,1,7,69,41,89,1,1,7,3,1,Tier 2
9.33,1,8,95,47,60,2,1,4,1,1,Tier 1
9.73,0,0,73,53,50,2,0,1,4,1,Tier 1
5.53,2,0,57,76,80,3,1,10,2,0,Not Eligible
5.77,4,7,51,74,42,1,0,9,3,0,Not Eligible
9.72,1,6,74,81,73,6,0,4,5,1,Tier 1
8.68,2,8,46,78,57,3,1,3,0,1,Tier 1
9.41,3,2,80,50,54,1,1,3,5,1,Tier 1
6.01,0,9,79,54,64,5,1,9,4,0,Not Eligible
7.94,2,4,64,41,93,2,0,8,0,1,Tier 2
8.51,2,2,45,76,89,6,0,10,0,1,Tier 1
8.4,4,4,40,82,90,5,0,7,5,1,Tier 1
7.04,2,9,85,71,54,6,0,7,3,1,Tier 2
5.08,4,0,55,79,69,3,1,4,5,0,Not Eligible
7.91,0,3,99,52,56,1,1,3,1,1,Tier 2
6.27,0,5,87,82,57,2,0,4,3,0,Not Eligible
7.25,3,1,43,56,70,2,0,6,3,1,Tier 2
9.79,4,6,68,54,89,7,1,4,4,1,Tier 1
7.0,4,7,77,72,82,6,1,4,3,0,Not Eligible
9.2,1,0,86,90,57,6,0,2,4,1,Tier 1
5.94,1,3,67,55,94,6,1,7,2,0,Not Eligible
8.36,3,3,61,90,74,0,0,6,4,1,Tier 1
9.89,0,4,47,52,52,7,0,2,3,1,Tier 1
5.51,1,3,71,94,53,3,0,5,2,0,Not Eligible
5.04,2,8,72,61,98,0,0,6,2,0,Not Eligible
7.17,0,6,52,62,75,7,1,5,1,1,Tier 2
5.46,2,1,66,75,57,6,1,4,5,0,Not Eligible
8.74,4,0,57,82,44,6,0,9,3,1,Tier 1
9.57,0,8,57,89,53,2,0,3,0,1,Tier 1
7.17,3,0,52,89,64,3,0,2,5,1,Tier 2
6.29,4,5,61,49,83,3,0,9,3,0,Not Eligible
7.17,4,1,53,56,96,5,0,8,0,1,Tier 2
8.62,2,3,50,69,78,4,1,9,5,1,Tier 1
5.05,4,5,78,52,51,7,0,10,1,0,Not Eligible
7.95,1,4,89,69,79,1,1,3,3,1,Tier 2
8.07,0,5,92,96,92,4,0,1,5,1,Tier 1
8.19,1,2,61,85,92,4,0,1,1,1,Tier 1
6.21,2,4,75,69,67,6,0,3,0,0,Not Eligible
8.57,2,1,56,46,74,2,0,4,4,1,Tier 1
5.46,0,6,90,49,93,5,1,2,3,0,Not Eligible
6.0,4,2,71,74,40,1,1,8,2,0,Not Eligible
9.39,3,0,53,41,42,6,1,3,2,1,Tier 1
8.69,2,7,81,69,82,6,0,4,1,1,Tier 1
5.07,0,7,96,58,89,4,1,6,4,0,Not Eligible
6.24,3,2,68,78,46,4,0,10,2,0,Not Eligible
6.07,4,6,45,76,48,3,0,6,2,0,Not Eligible
6.35,2,8,89,99,75,2,1,2,3,0,Not Eligible
6.24,0,7,96,42,62,4,0,6,2,0,Not Eligible
5.31,0,2,43,64,63,1,0,4,0,0,Not Eligible
7.29,0,1,50,73,49,0,1,5,1,1,Tier 2
8.66,2,9,84,94,89,6,1,7,5,1,Tier 1
8.03,3,6,79,97,94,0,0,7,2,1,Tier 1
8.36,0,6,49,61,87,2,1,6,3,1,Tier 1
5.41,4,8,94,77,51,0,1,10,5,0,Not Eligible
9.76,0,4,67,53,58,3,1,6,0,1,Tier 1
9.19,3,3,50,78,71,3,0,6,5,1,Tier 1
9.03,2,7,74,93,63,1,0,4,2,1,Tier 1
9.11,0,3,54,41,61,5,1,3,1,1,Tier 1
9.66,0,3,47,71,42,2,0,1,1,1,Tier 1
7.72,4,1,59,82,79,2,0,3,1,1,Tier 2
6.0,4,0,89,92,66,6,1,3,2,0,Not Eligible
8.08,0,3,98,42,58,0,1,9,0,1,Tier 1
8.71,0,6,60,80,48,4,1,3,4,1,Tier 1
8.69,4,8,40,47,98,4,0,8,5,1,Tier 1
7.61,3,8,68,65,90,5,0,8,1,1,Tier 2
5.34,1,9,63,71,88,6,0,3,0,0,Not Eligible
6.86,1,0,69,50,52,4,0,10,3,0,Not Eligible
9.6,0,4,79,89,41,5,1,10,3,1,Tier 1
7.92,4,6,74,40,75,7,1,6,0,1,Tier 2
7.69,2,6,72,54,68,6,1,8,3,1,Tier 2
6.34,2,9,59,43,50,7,1,8,3,0,Not Eligible
6.84,1,5,96,43,73,1,1,10,1,0,Not Eligible
9.48,3,9,55,67,43,2,0,10,2,1,Tier 1
8.33,1,3,48,49,43,0,1,9,2,1,Tier 1
8.94,0,2,70,50,91,1,0,9,2,1,Tier 1
7.27,3,8,56,89,40,3,0,8,2,1,Tier 2
8.15,2,9,98,62,64,3,1,7,0,1,Tier 1
6.24,4,3,70,86,65,3,0,10,1,0,Not Eligible
8.53,4,7,87,42,50,5,0,3,0,1,Tier 1
7.14,0,0,62,78,62,5,1,7,5,1,Tier 2
7.21,1,6,45,78,41,6,0,4,5,1,Tier 2
8.25,0,5,69,56,58,2,1,2,3,1,Tier 1
9.68,4,0,94,61,68,3,1,8,1,1,Tier 1
5.32,2,3,46,91,79,5,0,2,4,0,Not Eligible
9.12,4,4,95,66,94,6,0,1,2,1,Tier 1
6.46,3,7,87,95,91,5,1,5,5,0,Not Eligible
7.22,4,3,79,55,43,4,0,10,5,1,Tier 2
5.11,4,2,81,55,96,5,1,9,3,0,Not Eligible
6.51,3,1,85,79,55,3,1,5,2,0,Not Eligible
7.51,1,3,50,42,86,1,1,2,2,1,Tier 2
5.28,4,9,73,91,76,3,1,10,2,0,Not Eligible
7.46,0,3,51,86,66,6,1,4,5,1,Tier 2
9.64,4,9,99,72,44,6,1,8,4,1,Tier 1
5.53,0,4,99,81,54,6,0,7,3,0,Not Eligible
8.82,3,6,91,41,62,4,1,5,2,1,Tier 1
7.05,4,8,91,78,88,3,0,4,2,1,Tier 2
8.28,3,1,84,85,42,0,0,5,1,1,Tier 1
6.3,3,4,86,87,57,4,0,7,2,0,Not Eligible
5.8,1,9,66,66,82,2,1,5,1,0,Not Eligible
5.8,4,8,97,99,65,3,1,8,3,0,Not Eligible
5.35,0,2,51,54,45,5,0,7,3,0,Not Eligible
5.93,0,0,52,46,98,1,1,7,3,0,Not Eligible
8.32,4,1,47,84,83,3,0,9,1,1,Tier 1
9.41,1,5,55,96,93,1,1,8,5,1,Tier 1
9.07,1,4,68,81,97,6,1,8,5,1,Tier 1
8.43,1,0,74,48,56,6,1,6,4,1,Tier 1
5.55,0,0,99,80,85,0,0,7,4,0,Not Eligible
6.45,3,3,68,45,77,2,0,8,5,0,Not Eligible
6.55,1,3,70,95,81,5,0,5,5,0,Not Eligible
6.25,0,5,52,96,87,4,1,10,2,0,Not Eligible
7.58,0,5,51,51,89,7,1,2,3,1,Tier 2
7.68,3,9,90,69,66,7,0,7,5,1,Tier 2
6.78,4,5,41,94,59,4,0,10,0,0,Not Eligible
6.77,4,0,72,59,45,2,0,3,5,0,Not Eligible
9.14,1,9,47,59,90,0,1,10,2,1,Tier 1
8.95,1,8,80,93,74,0,0,8,5,1,Tier 1
6.54,3,6,96,85,51,6,1,6,4,0,Not Eligible
9.57,1,6,98,66,87,3,1,4,4,1,Tier 1
9.76,3,6,79,59,42,0,0,2,3,1,Tier 1
6.63,0,1,92,98,87,3,1,7,1,0,Not Eligible
6.77,1,1,88,46,43,1,1,1,2,0,Not Eligible
7.53,0,5,80,79,96,2,1,7,1,1,Tier 2
9.71,2,6,71,79,91,1,1,10,4,1,Tier 1
9.38,3,2,77,69,84,7,0,10,3,1,Tier 1
5.51,2,3,67,47,43,1,1,7,4,0,Not Eligible
6.96,1,2,54,41,43,1,0,10,3,0,Not Eligible
7.77,0,6,62,53,78,1,1,3,5,1,Tier 2
7.52,1,6,63,49,60,4,0,4,0,1,Tier 2
5.97,2,3,52,89,83,0,1,4,1,0,Not Eligible
9.29,1,6,60,57,41,2,0,4,2,1,Tier 1
8.38,4,4,93,57,55,7,1,9,3,1,Tier 1
9.19,2,0,51,55,46,7,0,6,5,1,Tier 1
9.29,1,9,52,91,58,2,0,10,5,1,Tier 1
8.74,0,3,78,44,82,7,0,9,0,1,Tier 1
7.2,1,6,62,91,72,7,1,4,5,1,Tier 2
8.05,0,1,89,70,48,5,1,7,5,1,Tier 1
5.8,4,1,85,76,76,1,0,10,0,0,Not Eligible
8.37,1,0,82,59,97,7,1,9,1,1,Tier 1
5.9,4,1,67,62,56,2,0,10,5,0,Not Eligible
8.47,2,9,53,71,66,6,0,3,3,1,Tier 1
6.15,0,7,56,81,72,3,1,3,2,0,Not Eligible
5.59,2,7,63,56,88,2,1,6,2,0,Not Eligible
5.83,0,7,92,52,51,6,1,8,2,0,Not Eligible
5.01,4,0,97,88,96,1,1,1,4,0,Not Eligible
8.59,3,0,73,89,84,2,1,4,4,1,Tier 1
8.66,1,9,90,52,95,0,1,8,3,1,Tier 1
7.57,4,3,87,56,50,1,0,6,5,1,Tier 2
5.81,0,5,61,99,52,4,0,2,5,0,Not Eligible
5.42,0,7,49,54,70,7,0,8,2,0,Not Eligible
5.1,0,1,93,65,52,6,1,1,0,0,Not Eligible
5.83,0,2,47,83,77,0,0,1,5,0,Not Eligible
9.45,1,5,60,67,65,2,1,7,2,1,Tier 1
6.21,2,9,76,81,70,4,1,10,3,0,Not Eligible
6.77,3,3,46,84,61,5,1,3,2,0,Not Eligible
5.53,1,1,65,69,45,7,0,8,1,0,Not Eligible
6.11,0,6,52,82,59,0,0,9,2,0,Not Eligible
7.6,1,3,55,74,60,5,1,8,5,1,Tier 2
8.04,4,7,69,61,49,3,0,1,5,1,Tier 1
6.23,0,7,70,49,58,0,1,1,0,0,Not Eligible
5.29,3,6,44,50,74,4,1,6,3,0,Not Eligible
6.96,0,9,71,77,65,5,0,1,3,0,Not Eligible
6.17,3,8,55,72,46,3,1,8,0,0,Not Eligible
6.1,3,3,86,45,76,7,1,6,3,0,Not Eligible
9.8,2,6,48,76,47,5,1,5,2,1,Tier 1
8.08,2,9,61,46,44,2,1,6,3,1,Tier 1
7.78,1,9,94,93,83,1,0,4,2,1,Tier 2
7.08,1,0,83,83,75,7,0,1,3,1,Tier 2
7.14,3,3,79,51,90,5,1,7,5,1,Tier 2
7.7,0,1,84,46,67,2,1,10,2,1,Tier 2
8.48,4,8,76,41,89,1,1,9,2,1,Tier 1
8.51,4,4,53,99,42,1,0,4,5,1,Tier 1
5.86,0,2,55,40,78,4,0,4,0,0,Not Eligible
7.5,0,3,82,62,47,6,0,9,0,1,Tier 2
7.06,2,5,59,64,54,3,0,4,5,1,Tier 2
9.35,4,9,83,57,92,6,0,10,4,1,Tier 1
8.16,3,0,54,83,66,7,1,4,0,1,Tier 1
7.66,1,6,95,46,88,3,0,8,2,1,Tier 2
5.58,2,7,83,90,90,0,0,4,2,0,Not Eligible
8.03,4,6,65,93,75,2,1,9,3,1,Tier 1
5.59,0,6,48,42,55,4,0,8,3,0,Not Eligible
6.69,4,8,40,68,65,5,1,5,4,0,Not Eligible
5.71,3,3,74,49,84,2,1,9,2,0,Not Eligible
8.46,2,6,83,98,83,5,0,8,4,1,Tier 1
6.03,0,8,59,98,43,6,0,10,2,0,Not Eligible
6.96,3,4,84,82,51,7,0,4,0,0,Not Eligible
9.48,1,1,94,44,56,5,0,4,3,1,Tier 1
6.02,2,4,45,73,97,6,1,1,5,0,Not Eligible
7.54,3,3,81,47,80,6,1,4,5,1,Tier 2
7.1,3,7,49,53,83,5,0,8,4,1,Tier 2
5.09,0,4,87,79,65,0,1,5,1,0,Not Eligible
8.96,1,8,98,94,70,6,1,6,5,1,Tier 1
5.35,3,8,72,45,54,0,1,4,2,0,Not Eligible
7.37,2,2,55,40,91,4,0,5,0,1,Tier 2
7.8,3,9,75,95,73,0,1,10,1,1,Tier 2
8.14,4,5,45,72,68,4,1,8,0,1,Tier 1
8.44,2,5,58,79,48,0,1,9,0,1,Tier 1
6.27,2,3,70,50,53,3,0,3,2,0,Not Eligible
5.05,3,9,41,89,75,4,1,10,0,0,Not Eligible
8.62,0,2,57,63,43,3,1,4,4,1,Tier 1
7.68,2,0,81,49,98,6,1,1,1,1,Tier 2
9.18,4,6,67,83,77,3,1,5,0,1,Tier 1
9.11,0,4,99,91,95,7,1,4,5,1,Tier 1
9.22,0,9,43,62,76,4,1,6,5,1,Tier 1
7.43,0,6,40,55,99,2,1,6,0,1,Tier 2
6.67,2,0,86,76,63,6,0,10,3,0,Not Eligible
8.96,0,7,81,55,56,6,0,6,3,1,Tier 1
7.26,3,2,89,95,52,1,0,3,4,1,Tier 2
5.92,0,6,55,83,59,7,0,7,5,0,Not Eligible
9.27,4,2,84,70,56,0,0,3,3,1,Tier 1
9.41,1,2,97,45,90,5,0,6,0,1,Tier 1
7.33,4,9,86,69,66,0,1,10,5,1,Tier 2
5.38,2,8,41,76,94,5,0,1,0,0,Not Eligible
6.94,0,1,91,40,72,2,0,8,1,0,Not Eligible
9.02,0,3,75,90,60,1,0,7,5,1,Tier 1
9.51,3,5,40,81,56,2,0,9,3,1,Tier 1
6.02,0,2,78,64,61,1,1,3,2,0,Not Eligible
5.33,4,9,62,85,64,4,1,8,3,0,Not Eligible
9.39,2,9,65,96,42,4,1,2,0,1,Tier 1
6.95,1,6,50,60,66,5,1,9,1,0,Not Eligible
7.71,0,6,97,74,66,3,0,1,3,1,Tier 2
9.84,1,4,81,77,85,3,1,10,1,1,Tier 1
5.33,0,2,40,44,51,5,0,7,3,0,Not Eligible
8.24,2,1,50,88,54,7,1,10,4,1,Tier 1
5.37,4,3,63,89,77,4,0,1,0,0,Not Eligible
6.88,2,3,49,51,59,7,0,6,0,0,Not Eligible
9.02,1,7,53,44,61,5,1,1,2,1,Tier 1
7.17,0,7,53,48,41,3,1,4,0,1,Tier 2
9.99,1,4,46,83,43,5,1,7,2,1,Tier 1
7.8,4,5,62,91,84,4,1,2,0,1,Tier 2
6.61,2,7,82,48,52,2,1,3,3,0,Not Eligible
6.1,1,0,61,74,94,0,1,4,3,0,Not Eligible
6.75,1,4,99,40,71,4,1,6,4,0,Not Eligible
6.86,4,3,75,93,98,5,0,9,3,0,Not Eligible
5.34,0,3,66,86,61,4,1,4,1,0,Not Eligible
6.85,1,1,95,49,64,4,0,6,3,0,Not Eligible
7.32,4,9,41,85,66,3,0,7,2,1,Tier 2
8.61,0,0,78,78,94,5,1,4,5,1,Tier 1
8.28,0,5,90,75,56,3,0,6,4,1,Tier 1
8.54,2,6,85,97,45,5,1,3,5,1,Tier 1
5.04,4,4,58,76,82,3,0,5,5,0,Not Eligible
6.09,0,7,46,91,90,3,1,10,1,0,Not Eligible
8.31,2,8,51,87,55,2,1,4,1,1,Tier 1
7.42,3,1,42,74,47,4,1,7,0,1,Tier 2
5.03,4,3,86,56,72,7,1,6,2,0,Not Eligible
9.02,3,8,44,52,49,2,1,7,5,1,Tier 1
8.86,0,4,47,45,73,7,0,6,3,1,Tier 1
7.74,4,2,53,97,58,3,1,2,3,1,Tier 2
5.33,2,5,75,76,53,2,1,7,0,0,Not Eligible
8.83,0,2,46,87,42,6,0,8,3,1,Tier 1
7.92,4,4,46,71,94,6,1,7,1,1,Tier 2
8.91,4,2,89,50,95,4,0,4,3,1,Tier 1
8.76,3,5,85,56,80,4,1,4,5,1,Tier 1
9.02,0,9,71,44,62,3,0,5,3,1,Tier 1
7.59,2,4,47,45,79,4,1,9,1,1,Tier 2
5.7,2,8,97,49,50,2,1,5,2,0,Not Eligible
8.36,0,2,51,92,86,1,0,2,5,1,Tier 1
8.1,0,5,49,72,45,4,0,5,2,1,Tier 1
8.71,1,7,53,69,73,2,0,3,1,1,Tier 1
5.85,3,6,48,60,40,6,0,10,1,0,Not Eligible
5.97,0,5,77,81,74,6,0,8,5,0,Not Eligible
9.45,0,1,69,56,64,2,1,10,4,1,Tier 1
8.75,1,6,44,66,68,7,1,10,4,1,Tier 1
9.54,1,7,40,42,62,6,0,2,3,1,Tier 1
8.79,4,0,40,99,57,2,0,4,5,1,Tier 1
7.99,2,8,96,68,53,7,0,5,5,1,Tier 2
8.27,3,3,59,41,56,4,1,4,3,1,Tier 1
9.45,4,7,88,68,41,1,1,5,4,1,Tier 1
7.89,0,9,50,88,70,3,0,10,3,1,Tier 2
8.16,1,6,65,75,58,3,1,4,2,1,Tier 1
5.78,2,9,83,73,71,4,0,3,2,0,Not Eligible
7.37,4,6,42,76,93,4,1,1,0,1,Tier 2
8.58,2,1,45,81,67,6,0,4,4,1,Tier 1
6.35,1,0,82,40,80,0,0,9,2,0,Not Eligible
6.01,4,3,84,99,47,5,1,1,0,0,Not Eligible
6.57,4,1,50,65,81,7,1,7,1,0,Not Eligible
6.21,2,7,47,40,80,1,0,3,5,0,Not Eligible
6.07,1,9,68,98,98,2,0,8,2,0,Not Eligible
7.12,0,6,49,97,98,5,1,6,0,1,Tier 2
9.54,4,7,73,43,79,2,0,1,3,1,Tier 1
7.54,0,5,63,78,78,5,0,10,5,1,Tier 2
5.94,1,0,85,53,61,3,0,5,0,0,Not Eligible
5.38,4,8,87,85,63,5,0,8,2,0,Not Eligible
8.48,4,5,56,57,77,4,0,3,3,1,Tier 1
6.91,0,9,71,73,41,1,0,4,3,0,Not Eligible
9.11,3,0,50,40,80,3,1,7,0,1,Tier 1
8.3,0,0,73,92,80,6,1,6,0,1,Tier 1
8.98,0,7,63,61,58,5,0,7,2,1,Tier 1
6.36,3,5,94,55,80,1,0,9,3,0,Not Eligible
8.46,1,7,44,61,41,4,1,9,4,1,Tier 1
6.32,1,7,68,89,67,6,0,2,0,0,Not Eligible
9.7,4,7,87,55,71,2,1,3,4,1,Tier 1
8.18,2,9,87,67,58,6,1,4,4,1,Tier 1
6.62,2,6,97,67,55,7,0,6,3,0,Not Eligible
6.35,4,6,73,94,69,7,0,5,2,0,Not Eligible
5.95,2,9,55,61,61,0,0,6,4,0,Not Eligible
8.47,0,3,64,95,53,1,1,8,2,1,Tier 1
6.09,0,8,76,45,91,7,1,2,0,0,Not Eligible
7.98,3,1,47,64,95,2,0,6,3,1,Tier 2
6.32,3,8,68,81,40,1,0,9,1,0,Not Eligible
8.31,4,9,91,41,84,1,0,5,3,1,Tier 1
9.07,4,2,85,46,93,1,1,1,1,1,Tier 1
8.89,4,1,64,92,41,4,0,8,5,1,Tier 1
8.8,0,3,81,56,61,7,1,4,0,1,Tier 1
5.94,2,4,62,74,85,3,0,8,2,0,Not Eligible
5.44,4,1,73,59,72,1,0,4,0,0,Not Eligible
8.49,4,0,42,83,54,4,1,8,3,1,Tier 1
6.84,0,9,69,41,89,0,1,9,1,0,Not Eligible
7.16,0,4,89,46,80,7,1,5,5,1,Tier 2
5.16,0,8,92,71,61,3,1,5,1,0,Not Eligible
6.3,2,4,73,88,79,4,1,2,3,0,Not Eligible
5.17,4,9,71,58,78,6,1,9,3,0,Not Eligible
9.4,1,8,92,51,80,0,0,4,0,1,Tier 1
6.22,1,9,68,48,80,6,1,3,4,0,Not Eligible
7.79,4,5,48,66,50,3,0,2,1,1,Tier 2
5.19,4,2,41,53,43,4,0,3,3,0,Not Eligible
8.33,4,3,96,41,46,0,0,4,0,1,Tier 1
6.62,4,3,78,60,60,4,1,9,4,0,Not Eligible
9.49,2,0,46,43,46,0,1,6,2,1,Tier 1
9.44,1,2,85,99,43,1,0,10,3,1,Tier 1
6.63,3,2,44,90,51,1,0,5,4,0,Not Eligible
9.5,1,0,47,60,97,7,0,9,2,1,Tier 1
9.98,1,8,71,87,66,3,1,8,5,1,Tier 1
9.13,0,0,94,61,98,0,0,6,2,1,Tier 1
9.22,4,8,93,88,56,1,1,3,0,1,Tier 1
6.25,4,0,57,41,59,3,0,7,1,0,Not Eligible
7.88,4,1,77,56,70,2,1,10,3,1,Tier 2
5.34,0,1,85,58,65,1,1,6,4,0,Not Eligible
5.47,2,5,57,79,70,1,0,8,5,0,Not Eligible
9.99,2,6,88,63,74,5,1,6,5,1,Tier 1
6.63,3,0,80,59,48,4,0,10,2,0,Not Eligible
8.74,2,2,84,77,44,2,0,4,5,1,Tier 1
9.03,2,1,55,51,91,0,0,10,1,1,Tier 1
9.29,4,7,60,64,87,3,0,7,2,1,Tier 1
9.99,1,8,49,62,47,2,0,7,3,1,Tier 1
6.21,2,1,81,89,60,0,1,8,3,0,Not Eligible
5.2,2,1,43,98,55,1,0,2,5,0,Not Eligible
7.06,0,9,83,73,90,6,1,6,0,1,Tier 2
5.65,3,8,98,71,55,5,0,3,3,0,Not Eligible
5.11,0,3,47,90,57,7,0,8,3,0,Not Eligible
6.8,4,4,86,63,86,6,1,4,3,0,Not Eligible
8.92,1,8,92,81,95,7,0,4,1,1,Tier 1
7.83,3,5,94,64,67,3,0,2,4,1,Tier 2
6.56,0,9,58,42,57,3,1,6,4,0,Not Eligible
8.27,2,8,86,64,53,2,1,6,5,1,Tier 1
6.16,2,8,79,67,95,7,0,1,3,0,Not Eligible
5.07,3,6,79,51,87,4,0,8,4,0,Not Eligible
8.82,2,9,90,65,76,0,0,3,5,1,Tier 1
8.12,0,8,48,87,79,7,0,1,3,1,Tier 1
8.81,0,4,69,83,55,5,0,10,4,1,Tier 1
5.19,2,4,95,47,60,7,0,1,4,0,Not Eligible
9.19,2,7,56,44,40,7,0,1,5,1,Tier 1
8.1,4,9,79,50,99,5,0,5,2,1,Tier 1
7.82,1,3,83,81,50,6,0,5,5,1,Tier 2
8.12,3,8,98,74,50,2,1,1,1,1,Tier 1
9.32,0,6,54,66,41,7,1,5,2,1,Tier 1
7.93,3,6,43,94,71,4,0,7,2,1,Tier 2
